prodcodeid,termfromemis,productname,drugsubstancename,bnfchapter,dmdid
1.50344E+15,Vascace 5mg tablets (Roche Products Ltd),Vascace 5mg tablets,Cilazapril monohydrate,NA,3.67131E+15
1.50464E+15,Vascace 1mg tablets (Roche Products Ltd),Vascace 1mg tablets,Cilazapril monohydrate,NA,3.66971E+15
1.50474E+15,Vascace 2.5mg tablets (Roche Products Ltd),Vascace 2.5mg tablets,Cilazapril monohydrate,NA,3.67241E+15
1.50494E+15,Vascace 500microgram tablets (Roche Products Ltd),Vascace 500microgram tablets,Cilazapril monohydrate,NA,3.74021E+15
1.58084E+15,Cardilate MR 10mg tablets (Teva UK Ltd),Cardilate MR 10mg tablets,Nifedipine,NA,2.5911E+13
1.60894E+15,Eucardic 3.125mg tablets (Roche Products Ltd),Eucardic 3.125mg tablets,Carvedilol,NA,8.73111E+14
1.60904E+15,Eucardic 6.25mg tablets (Roche Products Ltd),Eucardic 6.25mg tablets,Carvedilol,NA,6.90511E+14
1.69764E+15,Slofedipine 20mg tablets (Sterwin Medicines),Slofedipine 20mg tablets,Nifedipine,NA,8.43411E+14
1.74514E+15,Nifedipress MR 20 tablets (Dexcel-Pharma Ltd),Nifedipress MR 20 tablets,Nifedipine,NA,6.19111E+14
1.75294E+15,Slofedipine XL 30mg tablets (Zentiva),Slofedipine XL 30mg tablets,Nifedipine,NA,2.88201E+15
1.75304E+15,Slofedipine XL 60 tablets (Zentiva),Slofedipine XL 60 tablets,Nifedipine,NA,6.30411E+14
1.99141E+14,Cardilate MR 20mg tablets (IVAX Pharmaceuticals UK Ltd),Cardilate MR 20mg tablets,Nifedipine,NA,9.05711E+14
1.99241E+14,Calcicard CR 120mg tablets (Teva UK Ltd),Calcicard CR 120mg tablets,Diltiazem hydrochloride,NA,1.04111E+14
1.99341E+14,Calcicard CR 90mg tablets (Teva UK Ltd),Calcicard CR 90mg tablets,Diltiazem hydrochloride,NA,2.19611E+14
2.05124E+15,Coroday MR 20mg tablets (Mylan),Coroday MR 20mg tablets,Nifedipine,NA,3.09611E+14
2.09241E+14,Capozide LS 12.5mg/25mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Capozide LS 12.5mg/25mg tablets,Captopril/ Hydrochlorothiazide,NA,5.46711E+14
2.10474E+15,Ethimil MR 240mg tablets (Genus Pharmaceuticals Ltd),Ethimil MR 240mg tablets,Verapamil hydrochloride,NA,7.82111E+14
2.15941E+14,Carace 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Carace 10mg tablets,Lisinopril,NA,3.15211E+14
2.16041E+14,Carace 2.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Carace 2.5mg tablets,Lisinopril,NA,3.21011E+14
2.16141E+14,Carace 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Carace 20mg tablets,Lisinopril,NA,5.6711E+13
2.16241E+14,Carace 5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Carace 5mg tablets,Lisinopril,NA,7.78011E+14
2.18954E+15,Nifopress Retard 20mg tablets (Advanz Pharma),Nifopress Retard 20mg tablets,Nifedipine,NA,2.80811E+14
2.29564E+15,Calchan MR 10 tablets (Ranbaxy (UK) Ltd),Calchan MR 10 tablets,Nifedipine,NA,6.27111E+14
2.29574E+15,Calchan MR 20 tablets (Ranbaxy (UK) Ltd),Calchan MR 20 tablets,Nifedipine,NA,1.7011E+13
2.73904E+15,Horizem SR 120mg capsules (Horizon lifecare),Horizem SR 120mg capsules,Diltiazem hydrochloride,NA,7.58511E+14
2.73914E+15,Horizem SR 90mg capsules (Horizon lifecare),Horizem SR 90mg capsules,Diltiazem hydrochloride,NA,1.57511E+14
2.77654E+15,Hypolar XL 30 tablets (Sandoz Ltd),Hypolar XL 30 tablets,Nifedipine,NA,2.88181E+15
2.77914E+15,Bi-Carzem SR 60mg capsules (Tillomed Laboratories Ltd),Bi-Carzem SR 60mg capsules,Diltiazem hydrochloride,NA,5.40011E+14
2.77924E+15,Bi-Carzem SR 90mg capsules (Tillomed Laboratories Ltd),Bi-Carzem SR 90mg capsules,Diltiazem hydrochloride,NA,7.64511E+14
2.77934E+15,Bi-Carzem SR 120mg capsules (Tillomed Laboratories Ltd),Bi-Carzem SR 120mg capsules,Diltiazem hydrochloride,NA,5.80711E+14
2.83984E+15,Rapranol SR 160mg capsules (Ranbaxy (UK) Ltd),Rapranol SR 160mg capsules,Propranolol hydrochloride,NA,2.89921E+15
2.83994E+15,Rapranol SR 80mg capsules (Ranbaxy (UK) Ltd),Rapranol SR 80mg capsules,Propranolol hydrochloride,NA,2.89901E+15
2.84584E+15,Ranvera MR 240mg tablets (Ranbaxy (UK) Ltd),Ranvera MR 240mg tablets,Verapamil hydrochloride,NA,3.63411E+15
2.89064E+15,Vera-Til SR 120mg tablets (Tillomed Laboratories Ltd),Vera-Til SR 120mg tablets,Verapamil hydrochloride,NA,7.41851E+15
2.89074E+15,Vera-Til SR 240mg tablets (Tillomed Laboratories Ltd),Vera-Til SR 240mg tablets,Verapamil hydrochloride,NA,7.41871E+15
2.92884E+15,Cabren 2.5mg modified-release tablets (Teva UK Ltd),Cabren 2.5mg modified-release tablets,Felodipine,NA,3.80031E+15
2.92894E+15,Cabren 5mg modified-release tablets (Teva UK Ltd),Cabren 5mg modified-release tablets,Felodipine,NA,3.80051E+15
2.92904E+15,Cabren 10mg modified-release tablets (Teva UK Ltd),Cabren 10mg modified-release tablets,Felodipine,NA,3.80071E+15
2.95224E+15,Zildil SR 60mg capsules (Healthcare Pharma Ltd),Zildil SR 60mg capsules,Diltiazem hydrochloride,NA,7.21811E+14
2.95234E+15,Zildil 90mg modified-release capsules (Healthcare Pharma Ltd),Zildil 90mg modified-release capsules,Diltiazem hydrochloride,NA,2.00811E+14
2.95244E+15,Zildil SR 120mg capsules (Healthcare Pharma Ltd),Zildil SR 120mg capsules,Diltiazem hydrochloride,NA,6.55411E+14
2.95504E+15,Valni 20 Retard tablets (Tillomed Laboratories Ltd),Valni 20 Retard tablets,Nifedipine,NA,6.93311E+14
2.95514E+15,Zemret 180 XL capsules (Tillomed Laboratories Ltd),Zemret 180 XL capsules,Diltiazem hydrochloride,NA,9.24711E+14
2.95524E+15,Zemret 240 XL capsules (Tillomed Laboratories Ltd),Zemret 240 XL capsules,Diltiazem hydrochloride,NA,8.23511E+14
2.95534E+15,Zemret 300 XL capsules (Tillomed Laboratories Ltd),Zemret 300 XL capsules,Diltiazem hydrochloride,NA,6.40311E+14
2.95594E+15,Urizide 2.5mg tablets (Dr Reddy's Laboratories (UK) Ltd),Urizide 2.5mg tablets,Bendroflumethiazide,NA,4.85311E+14
3.01484E+15,Gopten 4mg capsules (Abbott Laboratories Ltd),Gopten 4mg capsules,Trandolapril,NA,5.65161E+15
3.13604E+15,Caralpha 10mg/12.5mg tablets (Actavis UK Ltd),Caralpha 10mg/12.5mg tablets,Hydrochlorothiazide/ Lisinopril,NA,7.38591E+15
3.13614E+15,Caralpha 20mg/12.5mg tablets (Actavis UK Ltd),Caralpha 20mg/12.5mg tablets,Hydrochlorothiazide/ Lisinopril,NA,7.38571E+15
3.28314E+15,Quinil 5mg tablets (Tillomed Laboratories Ltd),Quinil 5mg tablets,Quinapril hydrochloride,NA,9.20771E+15
3.28324E+15,Quinil 10mg tablets (Tillomed Laboratories Ltd),Quinil 10mg tablets,Quinapril hydrochloride,NA,9.20811E+15
3.28334E+15,Quinil 20mg tablets (Tillomed Laboratories Ltd),Quinil 20mg tablets,Quinapril hydrochloride,NA,9.20841E+15
3.28344E+15,Quinil 40mg tablets (Tillomed Laboratories Ltd),Quinil 40mg tablets,Quinapril hydrochloride,NA,9.20871E+15
3.72741E+14,Co-Betaloc tablets (Pfizer Ltd),Co-Betaloc tablets,Hydrochlorothiazide/ Metoprolol tartrate,NA,2.97761E+15
3.72841E+14,Co-Betaloc SA tablets (Pfizer Ltd),Co-Betaloc SA tablets,Hydrochlorothiazide/ Metoprolol tartrate,NA,3.85341E+15
3.74841E+14,Cordilox 120mg tablets (IVAX Pharmaceuticals UK Ltd),Cordilox 120mg tablets,Verapamil hydrochloride,NA,8.67011E+14
3.75241E+14,Corgard 40mg tablets (Sanofi-Synthelabo Ltd),Corgard 40mg tablets,Nadolol,NA,3.68651E+15
3.75441E+14,Corgaretic 40mg tablets (Sanofi-Synthelabo Ltd),Corgaretic 40mg tablets,Bendroflumethiazide/ Nadolol,NA,3.88621E+15
3.75541E+14,Corgaretic 80mg tablets (Sanofi-Synthelabo Ltd),Corgaretic 80mg tablets,Bendroflumethiazide/ Nadolol,NA,4.05791E+15
3.90884E+15,Zanidip 20mg tablets (Recordati Pharmaceuticals Ltd),Zanidip 20mg tablets,Lercanidipine hydrochloride,NA,1.01987E+16
3.95264E+15,Nimodrel XL 30mg tablets (Zurich Pharmaceuticals),Nimodrel XL 30mg tablets,Nifedipine,NA,1.01891E+16
3.95274E+15,Nimodrel XL 60mg tablets (Zurich Pharmaceuticals),Nimodrel XL 60mg tablets,Nifedipine,NA,1.01893E+16
3.98454E+15,Congescor 1.25mg tablets (Tillomed Laboratories Ltd),Congescor 1.25mg tablets,Bisoprolol fumarate,NA,1.02413E+16
3.98464E+15,Congescor 2.5mg tablets (Tillomed Laboratories Ltd),Congescor 2.5mg tablets,Bisoprolol fumarate,NA,1.02415E+16
4.15284E+15,Cardioplen XL 2.5mg tablets (Chiesi Ltd),Cardioplen XL 2.5mg tablets,Felodipine,NA,1.15067E+16
4.52154E+15,Neofel XL 2.5mg tablets (Actavis UK Ltd),Neofel XL 2.5mg tablets,Felodipine,NA,1.81673E+16
4.59074E+15,Retalzem 60 modified-release tablets (Kent Pharmaceuticals Ltd),Retalzem 60 modified-release tablets,Diltiazem hydrochloride,NA,8.65711E+14
4.95594E+15,Syprol 40mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),Syprol 40mg/5ml oral solution,Propranolol hydrochloride,NA,1.53073E+16
5.05264E+15,Hypoloc 5mg tablets (A. Menarini Farmaceutica Internazionale SRL),Hypoloc 5mg tablets,Nebivolol hydrochloride,NA,1.54133E+16
5.05314E+15,Indipam XL 1.5mg tablets (Accord Healthcare Ltd),Indipam XL 1.5mg tablets,Indapamide,NA,1.54361E+16
5.12874E+15,Mapemid XL 1.5mg tablets (Teva UK Ltd),Mapemid XL 1.5mg tablets,Indapamide,NA,1.56007E+16
5.14141E+14,Emcor 10mg tablets (Merck Serono Ltd),Emcor 10mg tablets,Bisoprolol fumarate,NA,1.06611E+14
5.37644E+15,Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets (Essential Generics Ltd),Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets,Amiloride hydrochloride/ Hydrochlorothiazide/ Timolol maleate,NA,1.64584E+16
5.49284E+15,Vastarel MR 35mg tablets (Imported (France)),Vastarel MR 35mg tablets,Trimetazidine dihydrochloride,NA,2.04343E+16
5.56604E+15,Rawel XL 1.5mg tablets (Consilient Health Ltd),Rawel XL 1.5mg tablets,Indapamide,NA,1.67379E+16
5.56941E+14,Eucardic 12.5mg tablets (Roche Products Ltd),Eucardic 12.5mg tablets,Carvedilol,NA,3.34711E+14
5.57041E+14,Eucardic 25mg tablets (Roche Products Ltd),Eucardic 25mg tablets,Carvedilol,NA,7.09911E+14
5.57634E+15,Folpik XL 10mg tablets (Teva UK Ltd),Folpik XL 10mg tablets,Felodipine,NA,5.00891E+15
5.57644E+15,Folpik XL 2.5mg tablets (Teva UK Ltd),Folpik XL 2.5mg tablets,Felodipine,NA,1.35653E+16
5.57654E+15,Folpik XL 5mg tablets (Teva UK Ltd),Folpik XL 5mg tablets,Felodipine,NA,5.00851E+15
5.81674E+15,Varbim XL 1.5mg tablets (Teva UK Ltd),Varbim XL 1.5mg tablets,Indapamide,NA,1.46936E+16
5.81684E+15,Bi-Carzem XL 240mg capsules (Tillomed Laboratories Ltd),Bi-Carzem XL 240mg capsules,Diltiazem hydrochloride,NA,8.84811E+14
5.81694E+15,Bi-Carzem XL 300mg capsules (Tillomed Laboratories Ltd),Bi-Carzem XL 300mg capsules,Diltiazem hydrochloride,NA,1.58411E+14
5.81744E+15,Neozipine XL 30mg tablets (Kent Pharmaceuticals Ltd),Neozipine XL 30mg tablets,Nifedipine,NA,1.07512E+16
5.81754E+15,Neozipine XL 60mg tablets (Kent Pharmaceuticals Ltd),Neozipine XL 60mg tablets,Nifedipine,NA,1.07514E+16
5.89194E+15,Adanif XL 30mg tablets (Advanz Pharma),Adanif XL 30mg tablets,Nifedipine,NA,1.7666E+16
5.89204E+15,Adanif XL 60mg tablets (Advanz Pharma),Adanif XL 60mg tablets,Nifedipine,NA,1.76662E+16
6.04564E+15,Neo-Naclex 2.5mg tablets (Advanz Pharma),Neo-Naclex 2.5mg tablets,Bendroflumethiazide,NA,1.8149E+16
6.1841E+13,Angiopine 10 capsules (Ashbourne Pharmaceuticals Ltd),Angiopine 10 capsules,Nifedipine,NA,8.11311E+14
6.48341E+14,Gopten 1mg capsules (Abbott Laboratories Ltd),Gopten 1mg capsules,Trandolapril,NA,3.46811E+14
6.48441E+14,Gopten 2mg capsules (Abbott Laboratories Ltd),Gopten 2mg capsules,Trandolapril,NA,2.73111E+14
6.48541E+14,Gopten 500microgram capsules (Abbott Laboratories Ltd),Gopten 500microgram capsules,Trandolapril,NA,2.53511E+14
6.5241E+13,Angiopine MR 20mg tablets (Ashbourne Pharmaceuticals Ltd),Angiopine MR 20mg tablets,Nifedipine,NA,8.65011E+14
6.58241E+14,Half Inderal LA 80mg capsules (AstraZeneca UK Ltd),Half Inderal LA 80mg capsules,Propranolol hydrochloride,NA,2.26211E+14
6.6141E+13,Angiopine MR 10mg tablets (Ashbourne Pharmaceuticals Ltd),Angiopine MR 10mg tablets,Nifedipine,NA,5.68911E+14
6.9441E+13,Antipressan 25mg tablets (Teva UK Ltd),Antipressan 25mg tablets,Atenolol,NA,8.77011E+14
7.0941E+13,Antipressan 100mg tablets (Teva UK Ltd),Antipressan 100mg tablets,Atenolol,NA,7.34011E+14
7.1041E+13,Antipressan 50mg tablets (Teva UK Ltd),Antipressan 50mg tablets,Atenolol,NA,8.74711E+14
7.1141E+13,Angiozem 60mg modified-release tablets (Ashbourne Pharmaceuticals Ltd),Angiozem 60mg modified-release tablets,Diltiazem hydrochloride,NA,6.72311E+14
7.38141E+14,Hypolar Retard 20 tablets (Sandoz Ltd),Hypolar Retard 20 tablets,Nifedipine,NA,6.77411E+14
7.42541E+14,Hydrosaluric 25mg tablets (Organon Pharma (UK) Ltd),Hydrosaluric 25mg tablets,Hydrochlorothiazide,NA,4.54401E+15
7.42641E+14,Hydrosaluric 50mg tablets (Organon Pharma (UK) Ltd),Hydrosaluric 50mg tablets,Hydrochlorothiazide,NA,4.54621E+15
7.56541E+14,Inderal LA 160mg capsules (AstraZeneca UK Ltd),Inderal LA 160mg capsules,Propranolol hydrochloride,NA,1.54311E+14
7.56641E+14,Inderetic 80mg/2.5mg capsules (AstraZeneca UK Ltd),Inderetic 80mg/2.5mg capsules,Bendroflumethiazide/ Propranolol hydrochloride,NA,3.33111E+14
7.56741E+14,Inderex 160mg/5mg modified-release capsules (AstraZeneca UK Ltd),Inderex 160mg/5mg modified-release capsules,Bendroflumethiazide/ Propranolol hydrochloride,NA,3.50811E+14
7.59641E+14,Inderal 1mg/1ml solution for injection ampoules (AstraZeneca UK Ltd),Inderal 1mg/1ml solution for injection ampoules,Propranolol hydrochloride,NA,4.37111E+15
7.68741E+14,Inderal 10mg tablets (AstraZeneca UK Ltd),Inderal 10mg tablets,Propranolol hydrochloride,NA,5.67911E+14
7.68841E+14,Inderal 40mg tablets (AstraZeneca UK Ltd),Inderal 40mg tablets,Propranolol hydrochloride,NA,9.30211E+14
7.68941E+14,Inderal 80mg tablets (AstraZeneca UK Ltd),Inderal 80mg tablets,Propranolol hydrochloride,NA,8.21011E+14
8.03641E+14,Kerlone 20mg tablets (Sanofi-Synthelabo Ltd),Kerlone 20mg tablets,Betaxolol hydrochloride,NA,3.79941E+15
8.19654E+15,Zaroxolyn 2.5mg tablets (Imported (Canada)),Zaroxolyn 2.5mg tablets,Metolazone,NA,2.15749E+16
8.19664E+15,Zaroxolyn 5mg tablets (Imported (Canada)),Zaroxolyn 5mg tablets,Metolazone,NA,2.15746E+16
8.96841E+14,Metenix 5mg tablets (Sanofi),Metenix 5mg tablets,Metolazone,NA,3.75611E+14
9.11824E+15,Kenzem SR 60mg capsules (Kent Pharmaceuticals Ltd),Kenzem SR 60mg capsules,Diltiazem hydrochloride,NA,8.88571E+15
9.11834E+15,Kenzem SR 90mg capsules (Kent Pharmaceuticals Ltd),Kenzem SR 90mg capsules,Diltiazem hydrochloride,NA,8.88621E+15
9.11844E+15,Kenzem SR 120mg capsules (Kent Pharmaceuticals Ltd),Kenzem SR 120mg capsules,Diltiazem hydrochloride,NA,8.88651E+15
9.12154E+15,Parmid XL 2.5mg tablets (Sandoz Ltd),Parmid XL 2.5mg tablets,Felodipine,NA,2.42218E+16
9.12164E+15,Parmid XL 5mg tablets (Sandoz Ltd),Parmid XL 5mg tablets,Felodipine,NA,7.38791E+15
9.12174E+15,Parmid XL 10mg tablets (Sandoz Ltd),Parmid XL 10mg tablets,Felodipine,NA,7.38831E+15
9.12184E+15,Cardide SR 1.5mg tablets (Teva UK Ltd),Cardide SR 1.5mg tablets,Indapamide,NA,2.43316E+16
9.35341E+14,Moducren tablets (Organon Pharma (UK) Ltd),Moducren tablets,Amiloride hydrochloride/ Hydrochlorothiazide/ Timolol maleate,NA,7.4311E+13
9.37341E+14,Monozide 10 tablets (Wyeth Pharmaceuticals),Monozide 10 tablets,Bisoprolol fumarate/ Hydrochlorothiazide,NA,4.54291E+15
9.39141E+14,Monocor 5mg tablets (Wyeth Pharmaceuticals),Monocor 5mg tablets,Bisoprolol fumarate,NA,3.49611E+14
9.39241E+14,Monocor 10mg tablets (Wyeth Pharmaceuticals),Monocor 10mg tablets,Bisoprolol fumarate,NA,3.29611E+14
9.65441E+14,Nephril 1mg tablets (Pfizer Ltd),Nephril 1mg tablets,Polythiazide,NA,4.54921E+15
9.98541E+14,Odrik 1mg capsules (Aventis Pharma),Odrik 1mg capsules,Trandolapril,NA,4.32911E+14
9.98641E+14,Odrik 2mg capsules (Aventis Pharma),Odrik 2mg capsules,Trandolapril,NA,1.40511E+14
9.98741E+14,Odrik 500microgram capsules (Aventis Pharma),Odrik 500microgram capsules,Trandolapril,NA,2.27511E+14
