"read.code,""disease"",""medcode"",""descr"",""category"",""disease_num"",""system"",""system_num"",""medcodeid"",""snomedctconceptid"",""snomedctdescriptionid"",""mapping"""
"B62y000,""Non-Hodgkin Lymphoma"",""57427"",""Malignant lymphoma NOS of unspecified site"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""289830018"",""118600007"",""2663474012"",""cleansedreadcode"""
"B62y100,""Non-Hodgkin Lymphoma"",""50696"",""Malignant lymphoma NOS of lymph nodes of head, face and neck"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""289831019"",""93195001"",""154205016"",""cleansedreadcode"""
"B62y200,""Non-Hodgkin Lymphoma"",""72725"",""Malignant lymphoma NOS of intrathoracic lymph nodes"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""289832014"",""93193008"",""154200014"",""cleansedreadcode"""
"B62y300,""Non-Hodgkin Lymphoma"",""42579"",""Malignant lymphoma NOS of intra-abdominal lymph nodes"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""289842011"",""93191005"",""154196016"",""cleansedreadcode"""
"B62y400,""Non-Hodgkin Lymphoma"",""34089"",""Malignant lymphoma NOS of lymph nodes of axilla and arm"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""728781000006110"",""93194002"",""154202018"",""cleansedreadcode"""
"B62y500,""Non-Hodgkin Lymphoma"",""63105"",""Malignant lymphoma NOS of lymph node inguinal region and leg"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""728771000006112"",""93196000"",""154208019"",""cleansedreadcode"""
"B62y600,""Non-Hodgkin Lymphoma"",""71262"",""Malignant lymphoma NOS of intrapelvic lymph nodes"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""289845013"",""93192003"",""154198015"",""cleansedreadcode"""
"B62y700,""Non-Hodgkin Lymphoma"",""60092"",""Malignant lymphoma NOS of spleen"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""289846014"",""93198004"",""154213015"",""cleansedreadcode"""
"B62y800,""Non-Hodgkin Lymphoma"",""15504"",""Malignant lymphoma NOS of lymph nodes of multiple sites"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""289847017"",""93197009"",""154211018"",""cleansedreadcode"""
"B62yz00,""Non-Hodgkin Lymphoma"",""15027"",""Malignant lymphoma NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""289829011"",""118600007"",""2663474012"",""cleansedreadcode"""
"BBg..00,""Non-Hodgkin Lymphoma"",""17178"",""[M]Lymphomas, NOS or diffuse"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291887011"",""414628006"",""2535396014"",""cleansedreadcode"""
"BBg1.00,""Non-Hodgkin Lymphoma"",""36114"",""[M]Malignant lymphoma NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311671000006118"",""21964009"",""36846011"",""cleansedreadcode"""
"BBg1.11,""Non-Hodgkin Lymphoma"",""1483"",""[M]Lymphoma NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311431000006119"",""21964009"",""36846011"",""cleansedreadcode"""
"BBg1000,""Non-Hodgkin Lymphoma"",""23711"",""[M]Malignant lymphoma, diffuse NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291891018"",""115244002"",""202936014"",""cleansedreadcode"""
"BBg2.00,""Non-Hodgkin Lymphoma"",""16460"",""[M]Malignant lymphoma, non Hodgkin's type"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311871000006119"",""1929004"",""1222276014"",""cleansedreadcode"""
"BBg2.11,""Non-Hodgkin Lymphoma"",""3371"",""[M]Non Hodgkins lymphoma"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""314061000006117"",""1929004"",""1222274012"",""cleansedreadcode"""
"BBg3.00,""Non-Hodgkin Lymphoma"",""71117"",""[M]Malignant lymphoma, undifferentiated cell type NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291892013"",""115244002"",""202936014"",""cleansedreadcode"""
"BBg4.00,""Non-Hodgkin Lymphoma"",""46931"",""[M]Malignant lymphoma, stem cell type"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311911000006116"",""189962004"",""291893015"",""cleansedreadcode"""
"BBg5.00,""Non-Hodgkin Lymphoma"",""69301"",""[M]Malignant lymphoma, convoluted cell type NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291894014"",""115244002"",""202936014"",""cleansedreadcode"""
"BBg6.00,""Non-Hodgkin Lymphoma"",""99655"",""[M]Lymphosarcoma NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311521000006118"",""115244002"",""202936014"",""cleansedreadcode"""
"BBg7.00,""Non-Hodgkin Lymphoma"",""41754"",""[M]Malignant lymphoma, lymphoplasmacytoid type"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""1222289015"",""19340000"",""1222289015"",""cleansedreadcode"""
"BBg8.00,""Non-Hodgkin Lymphoma"",""48253"",""[M]Malignant lymphoma, immunoblastic type"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""1234197011"",""450958009"",""2920534017"",""cleansedreadcode"""
"BBgA.00,""Non-Hodgkin Lymphoma"",""68964"",""[M]Malignant lymphoma, centroblastic-centrocytic, diffuse"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291900014"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgB.00,""Non-Hodgkin Lymphoma"",""41841"",""[M]Malignant lymphoma, follicular centre cell NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291902018"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgC.00,""Non-Hodgkin Lymphoma"",""69980"",""[M]Malignant lymphoma, lymphocytic, well differentiated NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291903011"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgC.11,""Non-Hodgkin Lymphoma"",""21463"",""[M]Lymphocytic lymphoma NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""1222219012"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgC.12,""Non-Hodgkin Lymphoma"",""60504"",""[M]Lymphocytic lymphosarcoma NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""1222220018"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgD.00,""Non-Hodgkin Lymphoma"",""51852"",""[M]Malig lymphoma, lymphocytic, intermediate different NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311611000006110"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgE.00,""Non-Hodgkin Lymphoma"",""39906"",""[M]Malignant lymphoma, centrocytic"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291905016"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgG.00,""Non-Hodgkin Lymphoma"",""72196"",""[M]Malignant lymphoma, lymphocytic, poorly different NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311811000006111"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgG.11,""Non-Hodgkin Lymphoma"",""67203"",""[M]Lymphoblastic lymphosarcoma NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311351000006119"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgG.12,""Non-Hodgkin Lymphoma"",""34352"",""[M]Lymphoblastic lymphoma NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""1222221019"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgG.13,""Non-Hodgkin Lymphoma"",""52591"",""[M]Lymphoblastoma NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311361000006117"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgH.00,""Non-Hodgkin Lymphoma"",""72241"",""[M]Prolymphocytic lymphosarcoma"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291909010"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgJ.00,""Non-Hodgkin Lymphoma"",""60275"",""[M]Malignant lymphoma, centroblastic type NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291910017"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgK.00,""Non-Hodgkin Lymphoma"",""66603"",""[M]Malig lymphoma, follicular centre cell, non-cleaved NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311601000006112"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgL.00,""Non-Hodgkin Lymphoma"",""46877"",""[M]Malignant lymphoma, small lymphocytic NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""1232576019"",""64575004"",""1232576019"",""cleansedreadcode"""
"BBgM.00,""Non-Hodgkin Lymphoma"",""31726"",""[M]Malignant lymphoma, small cleaved cell, diffuse"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""215912012"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgN.00,""Non-Hodgkin Lymphoma"",""61251"",""[M]Malign lymphoma,lymphocytic,intermediate differn, diffuse"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311641000006114"",""74654000"",""1233776011"",""cleansedreadcode"""
"BBgP.00,""Non-Hodgkin Lymphoma"",""71652"",""[M]Malignant lymphoma, mixed small and large cell, diffuse"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""1230828016"",""50102004"",""1230828016"",""cleansedreadcode"""
"BBgQ.00,""Non-Hodgkin Lymphoma"",""58015"",""[M]Malignant lymphomatous polyposis"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291913015"",""74654000"",""123976017"",""cleansedreadcode"""
"BBgR.00,""Non-Hodgkin Lymphoma"",""33869"",""[M]Malignant lymphoma, large cell, diffuse NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""1230392016"",""46732000"",""1230392016"",""cleansedreadcode"""
"BBgS.00,""Non-Hodgkin Lymphoma"",""63994"",""[M]Malignant lymphoma, large cell, cleaved, diffuse"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291914014"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgT.00,""Non-Hodgkin Lymphoma"",""71619"",""[M]Malignant lymphoma, large cell, noncleaved, diffuse"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311801000006113"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgV.00,""Non-Hodgkin Lymphoma"",""51680"",""[M]Malignant lymphoma, small cell, noncleaved, diffuse"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311881000006116"",""115244002"",""202936014"",""cleansedreadcode"""
"BBgz.00,""Non-Hodgkin Lymphoma"",""51895"",""[M]Lymphoma, diffuse or NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311441000006112"",""414628006"",""2535396014"",""cleansedreadcode"""
"BBh..00,""Non-Hodgkin Lymphoma"",""106137"",""[M]Reticulosarcomas"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""315991000006111"",""189982000"",""291923012"",""cleansedreadcode"""
"BBh0.00,""Non-Hodgkin Lymphoma"",""72433"",""[M]Reticulosarcoma NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""315951000006117"",""189982000"",""291923012"",""cleansedreadcode"""
"BBh2.00,""Non-Hodgkin Lymphoma"",""100544"",""[M]Reticulosarcoma, nodular"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""315971000006110"",""189985003"",""291926016"",""cleansedreadcode"""
"BBk..00,""Non-Hodgkin Lymphoma"",""20437"",""[M]Lymphomas, nodular or follicular"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311461000006111"",""115245001"",""176001017"",""cleansedreadcode"""
"BBk0.00,""Non-Hodgkin Lymphoma"",""63699"",""[M]Malignant lymphoma, nodular NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""403761014"",""115244002"",""202936014"",""cleansedreadcode"""
"BBk0.11,""Non-Hodgkin Lymphoma"",""64947"",""[M]Brill - Symmers' disease"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""306111000006112"",""115244002"",""202936014"",""cleansedreadcode"""
"BBk0.12,""Non-Hodgkin Lymphoma"",""27562"",""[M]Follicular lymphosarcoma NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""308801000006118"",""115244002"",""202936014"",""cleansedreadcode"""
"BBk0.13,""Non-Hodgkin Lymphoma"",""49253"",""[M]Giant follicular lymphoma"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""309181000006110"",""115244002"",""202936014"",""cleansedreadcode"""
"BBk2.00,""Non-Hodgkin Lymphoma"",""98961"",""[M]Malignant lymphoma, centroblastic-centrocytic, follicular"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291943018"",""115244002"",""202936014"",""cleansedreadcode"""
"BBk3.00,""Non-Hodgkin Lymphoma"",""106970"",""[M]Malig lymphoma, lymphocytic, well differentiated,nodular"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311621000006119"",""115244002"",""202936014"",""cleansedreadcode"""
"BBk5.00,""Non-Hodgkin Lymphoma"",""39883"",""[M]Malig lymp, follicular centre cell, cleaved, follicular"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311561000006112"",""115244002"",""202936014"",""cleansedreadcode"""
"BBk7.00,""Non-Hodgkin Lymphoma"",""97852"",""[M]Malignant lymphoma, centroblastic type, follicular"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""1229648010"",""40411000"",""1229648010"",""cleansedreadcode"""
"BBk8.00,""Non-Hodgkin Lymphoma"",""58953"",""[M]Malig lymp,follicular centre cell,noncleaved,follicular"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""311591000006116"",""115244002"",""202936014"",""cleansedreadcode"""
"BBkz.00,""Non-Hodgkin Lymphoma"",""40513"",""[M]Lymphoma, nodular or follicular NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291953017"",""414628006"",""2535396014"",""cleansedreadcode"""
"BBl..00,""Non-Hodgkin Lymphoma"",""46967"",""[M]Mycosis fungoides"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""313301000006119"",""90120004"",""149378014"",""cleansedreadcode"""
"BBl0.00,""Non-Hodgkin Lymphoma"",""95464"",""[M]Mycosis fungoides"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""313311000006116"",""90120004"",""149378014"",""cleansedreadcode"""
"BBl1.00,""Non-Hodgkin Lymphoma"",""97756"",""[M]Sezary's disease"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""1230735015"",""4950009"",""1230735015"",""cleansedreadcode"""
"BBlz.00,""Non-Hodgkin Lymphoma"",""99695"",""[M]Mycosis fungoides NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291955012"",""90120004"",""149378014"",""cleansedreadcode"""
"BBm0.00,""Non-Hodgkin Lymphoma"",""63973"",""[M]Microglioma"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291957016"",""21964009"",""36846011"",""cleansedreadcode"""
"BBm1.11,""Non-Hodgkin Lymphoma"",""70740"",""[M]Malignant reticulosis"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""215916010"",""128920006"",""207600016"",""cleansedreadcode"""
"BBm5.00,""Non-Hodgkin Lymphoma"",""40766"",""[M] Peripheral T-cell lymphoma NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291959018"",""414655002"",""2535406015"",""cleansedreadcode"""
"BBm8.00,""Non-Hodgkin Lymphoma"",""54190"",""[M] Angioimmunoblastic lymphadenopathy"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""1234836015"",""835009"",""1234836015"",""cleansedreadcode"""
"BBm9.00,""Non-Hodgkin Lymphoma"",""31492"",""[M] Monocytoid B-cell lymphoma"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""304151000006118"",""128803008"",""207315010"",""cleansedreadcode"""
"BBmD.00,""Non-Hodgkin Lymphoma"",""16774"",""[M] Cutaneous lymphoma"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""1225763012"",""28054005"",""1225763012"",""cleansedreadcode"""
"BBmF.00,""Non-Hodgkin Lymphoma"",""61146"",""[M] Angiocentric immunoproliferative lesion"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""1229774012"",""41556003"",""1229774012"",""cleansedreadcode"""
"BBmH.00,""Non-Hodgkin Lymphoma"",""18383"",""[M] Large cell lymphoma"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""291963013"",""128929007"",""207612017"",""cleansedreadcode"""
"BBmJ.00,""Non-Hodgkin Lymphoma"",""68353"",""[M] Angioendotheliomatosis"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""304071000006110"",""255102004"",""380165011"",""cleansedreadcode"""
"BBv0.00,""Non-Hodgkin Lymphoma"",""31749"",""[M]Monocytoid B-cell lymphoma"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""292083014"",""128803008"",""207315010"",""cleansedreadcode"""
"BBv2.00,""Non-Hodgkin Lymphoma"",""27965"",""[M]AngiocentricT-cell lymphoma"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""1220814017"",""128805001"",""1220814017"",""cleansedreadcode"""
"ByuD100,""Non-Hodgkin Lymphoma"",""67518"",""[X]Other types of follicular non-Hodgkin's lymphoma"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""292170010"",""308121000"",""451429010"",""cleansedreadcode"""
"ByuD200,""Non-Hodgkin Lymphoma"",""98596"",""[X]Other types of diffuse non-Hodgkin's lymphoma"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""292173012"",""109962001"",""174656018"",""cleansedreadcode"""
"ByuD300,""Non-Hodgkin Lymphoma"",""64336"",""[X]Other specified types of non-Hodgkin's lymphoma"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""292174018"",""118601006"",""177020011"",""cleansedreadcode"""
"ByuDC00,""Non-Hodgkin Lymphoma"",""64515"",""[X]Diffuse non-Hodgkin's lymphoma, unspecified"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""292191019"",""109962001"",""174656018"",""cleansedreadcode"""
"ByuDD00,""Non-Hodgkin Lymphoma"",""109714"",""[X]Oth and unspecif peripheral & cutaneous T-cell lymphomas"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""404441000006117"",""277613000"",""414240018"",""cleansedreadcode"""
"ByuDE00,""Non-Hodgkin Lymphoma"",""63375"",""[X]Unspecified B-cell non-Hodgkin's lymphoma"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""292193016"",""1091921000000103"",""2734911000000119"",""cleansedreadcode"""
"ByuDF00,""Non-Hodgkin Lymphoma"",""8649"",""[X]Non-Hodgkin's lymphoma, unspecified type"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""406154013"",""118601006"",""177020011"",""cleansedreadcode"""
"ByuDF11,""Non-Hodgkin Lymphoma"",""7940"",""[X]Non-Hodgkin's lymphoma NOS"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""400011000006119"",""118601006"",""2663475013"",""cleansedreadcode"""
"M162800,""Non-Hodgkin Lymphoma"",""26111"",""Lymphomatoid papulosis"",""Diagnosis of Non-Hodgkin Lymphoma"",""102"",""Cancers"",""1"",""51959012"",""31047003"",""51959012"",""cleansedreadcode"""
",""Plasma Cell Malignancy"","""",""alpha heavy chain disease"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""2601611000006116"",""6381009"",""11578015"",""originalreadcode"""
",""Plasma Cell Malignancy"","""",""gamma heavy chain disease"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""2601641000006117"",""6381009"",""195004012"",""originalreadcode"""
",""Plasma Cell Malignancy"","""",""heavy chain disease"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""2601601000006119"",""6381009"",""195006014"",""originalreadcode"""
",""Plasma Cell Malignancy"","""",""immunoproliferative neoplasm or myeloma nos"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""12721521000006111"",""542621000000109"",""1210161000000111"",""originalreadcode"""
",""Plasma Cell Malignancy"","""",""multiple myeloma"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""3408441000006115"",""55921005"",""93008014"",""originalreadcode"""
",""Plasma Cell Malignancy"","""",""myelomatosis"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""3408451000006118"",""55921005"",""93010011"",""originalreadcode"""
",""Plasma Cell Malignancy"","""",""plasma cell leukaemia"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""4419981000006114"",""128922003"",""4419981000006114"",""originalreadcode"""
",""Plasma Cell Malignancy"","""",""solitary myeloma"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""11903701000006110"",""10639003"",""18483018"",""originalreadcode"""
",""Plasma Cell Malignancy"","""",""solitary plasmacytoma"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""2669181000006118"",""10639003"",""18484012"",""originalreadcode"""
"B63..00,""Plasma Cell Malignancy"",""37182"",""Multiple myeloma and immunoproliferative neoplasms"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""695561000006118"",""109989006"",""344820010"",""cleansedreadcode"""
"B630.00,""Plasma Cell Malignancy"",""4944"",""Multiple myeloma"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""344820010"",""109989006"",""344820010"",""cleansedreadcode"""
"B630.11,""Plasma Cell Malignancy"",""43552"",""Kahler's disease"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""344818012"",""109989006"",""344818012"",""cleansedreadcode"""
"B630.12,""Plasma Cell Malignancy"",""15211"",""Myelomatosis"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""344819016"",""109989006"",""344819016"",""cleansedreadcode"""
"B630000,""Plasma Cell Malignancy"",""22158"",""Malignant plasma cell neoplasm, extramedullary plasmacytoma"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""289867014"",""188718006"",""289867014"",""cleansedreadcode"""
"B630100,""Plasma Cell Malignancy"",""19028"",""Solitary myeloma"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""139571000006117"",""415112005"",""2534490012"",""cleansedreadcode"""
"B630200,""Plasma Cell Malignancy"",""21329"",""Plasmacytoma NOS"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""225051000006119"",""415112005"",""2534490012"",""cleansedreadcode"""
"B630300,""Plasma Cell Malignancy"",""46042"",""Lambda light chain myeloma"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""457317011"",""313427003"",""457317011"",""cleansedreadcode"""
"B630400,""Plasma Cell Malignancy"",""104418"",""Solitary plasmacytoma"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""18484012"",""415112005"",""2537380010"",""cleansedreadcode"""
"B631.00,""Plasma Cell Malignancy"",""39187"",""Plasma cell leukaemia"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""201743012"",""95210003"",""201743012"",""cleansedreadcode"""
"B63z.00,""Plasma Cell Malignancy"",""43450"",""Immunoproliferative neoplasm or myeloma NOS"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""289874016"",""275524009"",""411516014"",""cleansedreadcode"""
"B936.11,""Plasma Cell Malignancy"",""43312"",""Myeloma - solitary"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""683191000006119"",""415112005"",""2534490012"",""cleansedreadcode"""
"B936.12,""Plasma Cell Malignancy"",""38321"",""Plasmacytoma NOS"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""451430017"",""415112005"",""2534490012"",""cleansedreadcode"""
"BBm6.00,""Plasma Cell Malignancy"",""26135"",""[M] Alpha heavy chain disease"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""291960011"",""6381009"",""11578015"",""cleansedreadcode"""
"BBmE.00,""Plasma Cell Malignancy"",""52593"",""[M] Gamma heavy chain disease"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""291962015"",""6381009"",""11578015"",""cleansedreadcode"""
"BBmK.00,""Plasma Cell Malignancy"",""9172"",""[M]Waldenstrom's macroglobulinaemia"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""318171000006118"",""35562000"",""197158017"",""cleansedreadcode"""
"BBn..00,""Plasma Cell Malignancy"",""43459"",""[M]Plasma cell tumours"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""291969012"",""127580003"",""867011"",""cleansedreadcode"""
"BBn0.00,""Plasma Cell Malignancy"",""31671"",""[M]Plasma cell myeloma"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""1231541019"",""55921005"",""1231541019"",""cleansedreadcode"""
"BBn0.11,""Plasma Cell Malignancy"",""18744"",""[M]Multiple myeloma"",""Diagnosis of Multiple myeloma and malignant plasma cell neoplasms"",""118"",""Cancers"",""1"",""313271000006116"",""109989006"",""344820010"",""cleansedreadcode"""
