medcodeid,term,condition
7.86373E+15,Cerebral ischemic stroke due to stenosis of extracranial large artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.86374E+15,Cerebral ischemic stroke due to stenosis of extracranial large artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.86572E+15,Ischemic stroke without residual deficits (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.86573E+15,Ischemic stroke without residual deficits (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.95524E+15,Multifocal cerebral infarction due to and following procedure on cardiovascular system (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.96562E+15,History of myocardial infarction in last eight weeks (situation),Q code group Coronary Heart Disease (original)
7.96563E+15,History of myocardial infarction in last eight weeks (situation),Q code group Coronary Heart Disease (original)
7.96693E+15,Angina associated with type II diabetes mellitus (disorder),Q code group Coronary Heart Disease (original)
7.96694E+15,Angina associated with type II diabetes mellitus (disorder),Q code group Coronary Heart Disease (original)
7.96695E+15,Angina associated with type II diabetes mellitus (disorder),Q code group Coronary Heart Disease (original)
7.96964E+15,Coronary arteriosclerosis in native artery (disorder),Q code group Coronary Heart Disease (original)
7.98653E+15,Coronary arteriosclerosis in native artery of transplanted heart (disorder),Q code group Coronary Heart Disease (original)
7.99114E+15,Occlusion of cerebral artery with stroke (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
7.99313E+15,Myocardial ischemia during surgery (disorder),Q code group Coronary Heart Disease (original)
7.99314E+15,Myocardial ischemia during surgery (disorder),Q code group Coronary Heart Disease (original)
8.00426E+15,Acute myocardial infarction due to left coronary artery occlusion (disorder),Q code group Coronary Heart Disease (original)
8.01104E+15,Acute myocardial infarction due to right coronary artery occlusion (disorder),Q code group Coronary Heart Disease (original)
8.01491E+15,Sequela of cardioembolic stroke (disorder),Q code group Coronary Heart Disease (original)
8.01512E+15,Cerebral infarction due to occlusion of basilar artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.01513E+15,Cerebral infarction due to vertebral artery occlusion (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.024E+15,Acute coronary occlusion without myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
8.03128E+15,Cerebral infarction due to stenosis of carotid artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.03216E+15,Coronary arteriosclerosis in patient with history of previous myocardial infarction (situation),Q code group Coronary Heart Disease (original)
8.03324E+15,Multi-infarct dementia due to atherosclerosis (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.03325E+15,Multi-infarct dementia due to atherosclerosis (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.03672E+15,Chronic total occlusion of coronary artery (disorder),Q code group Coronary Heart Disease (original)
8.03725E+15,History of thrombotic stroke without residual deficits (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.03728E+15,History of embolic stroke without deficits (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.04105E+15,History of placement of stent in coronary artery bypass graft (situation),Q code group Coronary Heart Disease (original)
8.04365E+15,Coronary arteriosclerosis following coronary artery bypass graft (disorder),Q code group Coronary Heart Disease (original)
8.04412E+15,History of transient ischemic attack due to embolism (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.04413E+15,History of transient ischemic attack due to embolism (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.04446E+15,Ischemic stroke with coma (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.04447E+15,Ischemic stroke with coma (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.04448E+15,Ischemic stroke without coma (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.04449E+15,Ischemic stroke without coma (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.04462E+15,History of ischemic stroke without residual deficits (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.04463E+15,History of ischemic stroke without residual deficits (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.0448E+15,History of ischemic cerebrovascular accident with residual deficit (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.04481E+15,History of ischemic cerebrovascular accident with residual deficit (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.04482E+15,History of embolic stroke with deficits (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.04695E+15,Cerebral infarction due to carotid artery occlusion (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.0872E+15,Arteriosclerosis of autologous arterial coronary artery bypass graft (disorder),Q code group Coronary Heart Disease (original)
8.08721E+15,Arteriosclerosis of autologous coronary artery bypass graft (disorder),Q code group Coronary Heart Disease (original)
8.08755E+15,History of acute ST segment elevation myocardial infarction (situation),Q code group Coronary Heart Disease (original)
8.08772E+15,Mechanical breakdown of coronary artery bypass graft (disorder),Q code group Coronary Heart Disease (original)
8.08775E+15,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery (disorder),Q code group Coronary Heart Disease (original)
8.08777E+15,Acute ST segment elevation myocardial infarction involving left main coronary artery (disorder),Q code group Coronary Heart Disease (original)
8.09042E+15,Cerebral infarction due to vertebral artery stenosis (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.09047E+15,Cerebral infarction due to stenosis of precerebral artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.09421E+14,History of cerebrovascular accident (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.10811E+14,History of myocardial infarct at age less than sixty (situation),Q code group Coronary Heart Disease (original)
8.10821E+14,History of myocardial infarct at age greater than sixty (situation),Q code group Coronary Heart Disease (original)
8.13961E+14,Hemopericardium due to and following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
8.21196E+15,History of cerebellar stroke (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.21197E+15,History of cerebellar stroke (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.23115E+15,Personal history of transient ischaemic attack (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.30893E+15,Thrombolysis In Myocardial Infarction risk score for unstable angina or non-ST-segment-elevation myocardial infarction (assessment scale),Q code group Coronary Heart Disease (original)
8.30894E+15,Thrombolysis In Myocardial Infarction risk score for unstable angina or non-ST-segment-elevation myocardial infarction (assessment scale),Q code group Coronary Heart Disease (original)
8.54491E+14,Preinfarction syndrome (disorder),Q code group Coronary Heart Disease (original)
8.84141E+14,Acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
8.84151E+14,Acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
8.84161E+14,Other acute and subacute ischemic heart disease (disorder),Q code group Coronary Heart Disease (original)
8.84171E+14,Other chronic ischemic heart disease (disorder),Q code group Coronary Heart Disease (original)
8.84501E+14,Cerebral infarction NOS (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.84511E+14,Transient cerebral ischemia NOS (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.84521E+14,Stroke and cerebrovascular accident unspecified (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
8.84531E+14,Stroke and cerebrovascular accident unspecified (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
89332015,Atherosclerosis of coronary artery (disorder),Q code group Coronary Heart Disease (original)
9.31961E+14,Acute coronary insufficiency (disorder),Q code group Coronary Heart Disease (original)
9.32081E+14,First myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
9.35378E+15,Coronary arteriosclerosis after percutaneous coronary angioplasty (disorder),Q code group Coronary Heart Disease (original)
9.47832E+15,Amaurosis fugax of left eye (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
9.47833E+15,Amaurosis fugax of right eye (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
94884017,Acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
9.57729E+15,History of amaurosis fugax (situation),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
9.5931E+13,Transient ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
9.67931E+14,Acute myocardial infarction of posterolateral wall (disorder),Q code group Coronary Heart Disease (original)
98087016,Angina decubitus (disorder),Q code group Coronary Heart Disease (original)
9.84395E+15,Acute ST segment elevation myocardial infarction of posterolateral wall (disorder),Q code group Coronary Heart Disease (original)
9.84396E+15,Acute ST segment elevation myocardial infarction of anterolateral wall (disorder),Q code group Coronary Heart Disease (original)
9.84398E+15,Acute ST segment elevation myocardial infarction of lateral wall (disorder),Q code group Coronary Heart Disease (original)
9.84399E+15,Acute ST segment elevation myocardial infarction of anteroseptal wall (disorder),Q code group Coronary Heart Disease (original)
9.84401E+15,Acute ST segment elevation myocardial infarction of posterior wall (disorder),Q code group Coronary Heart Disease (original)
9.84402E+15,Acute ST segment elevation myocardial infarction due to left coronary artery occlusion (disorder),Q code group Coronary Heart Disease (original)
9.84403E+15,Acute ST segment elevation myocardial infarction due to left coronary artery occlusion (disorder),Q code group Coronary Heart Disease (original)
9.84405E+15,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion (disorder),Q code group Coronary Heart Disease (original)
9.84406E+15,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion (disorder),Q code group Coronary Heart Disease (original)
9.84407E+15,Acute ST segment elevation myocardial infarction of septum (disorder),Q code group Coronary Heart Disease (original)
9.84408E+15,Acute ST segment elevation myocardial infarction of posterobasal wall (disorder),Q code group Coronary Heart Disease (original)
9.86846E+15,Unstable angina co-occurrent and due to coronary arteriosclerosis (disorder),Q code group Coronary Heart Disease (original)
9.86848E+15,Angina co-occurrent and due to coronary arteriosclerosis (disorder),Q code group Coronary Heart Disease (original)
9.86851E+15,Angina co-occurrent and due to arteriosclerosis of coronary artery bypass graft (disorder),Q code group Coronary Heart Disease (original)
9.86857E+15,Mural thrombus of left ventricle following acute myocardial infarction (disorder),Q code group Coronary Heart Disease (original)
9.87564E+15,Cerebrovascular accident due to occlusion of right carotid artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
9.87595E+15,Cerebrovascular accident due to stenosis of right carotid artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
9.87596E+15,Cerebrovascular accident due to stenosis of left carotid artery (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
9.88951E+14,Transient ischemic attack (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
9.91227E+15,Cerebellar stroke (disorder),Q code group Ischaemic Stroke or TIA (excluding haemorrhage) - (original)
