"prodcodeid,""termfromemis"",""productname"",""drugsubstancename"",""bnfchapter"",""dmdid"""
"18041000033112,""Adizem-XL 300mg capsules (Napp Pharmaceuticals Ltd)"",""Adizem-XL 300mg capsules"",""Diltiazem hydrochloride"",""2060200"",""2886111000001104"""
"17941000033114,""Adizem-XL 240mg capsules (Napp Pharmaceuticals Ltd)"",""Adizem-XL 240mg capsules"",""Diltiazem hydrochloride"",""2060200"",""2886311000001102"""
"2653341000033118,""Adizem-XL 200mg capsules (Napp Pharmaceuticals Ltd)"",""Adizem-XL 200mg capsules"",""Diltiazem hydrochloride"",""2060200"",""2886511000001108"""
"17441000033116,""Adizem-SR 180mg capsules (Napp Pharmaceuticals Ltd)"",""Adizem-SR 180mg capsules"",""Diltiazem hydrochloride"",""2060200"",""2886711000001103"""
"17641000033119,""Adizem-SR 90mg capsules (Napp Pharmaceuticals Ltd)"",""Adizem-SR 90mg capsules"",""Diltiazem hydrochloride"",""2060200"",""2887011000001102"""
"17341000033110,""Adizem-SR 120mg capsules (Napp Pharmaceuticals Ltd)"",""Adizem-SR 120mg capsules"",""Diltiazem hydrochloride"",""2060200"",""2887311000001104"""
"17741000033111,""Adizem-XL 120mg capsules (Napp Pharmaceuticals Ltd)"",""Adizem-XL 120mg capsules"",""Diltiazem hydrochloride"",""2060200"",""2937811000001108"""
"17841000033118,""Adizem-XL 180mg capsules (Napp Pharmaceuticals Ltd)"",""Adizem-XL 180mg capsules"",""Diltiazem hydrochloride"",""2060200"",""2938011000001101"""
"1725041000033113,""Coracten XL 60mg capsules (UCB Pharma Ltd)"",""Coracten XL 60mg capsules"",""Nifedipine"",""2060200"",""3381511000001105"""
"977741000033114,""Nimotop 30mg tablets (Bayer Plc)"",""Nimotop 30mg tablets"",""Nimodipine"",""2060200"",""3879211000001104"""
"2641041000033116,""Zolvera 40mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"",""Zolvera 40mg/5ml oral solution"",""Verapamil hydrochloride"",""2060200"",""4129511000001107"""
"970841000033117,""Nimotop 0.02% solution for infusion 50ml vials (Bayer Plc)"",""Nimotop 0.02% solution for infusion 50ml vials"",""Nimodipine"",""2060200"",""4387211000001100"""
"1271741000033116,""Securon IV 5mg/2ml solution for injection ampoules (Mylan)"",""Securon IV 5mg/2ml solution for injection ampoules"",""Verapamil hydrochloride"",""2060200"",""4399811000001108"""
"2979941000033119,""Felotens XL 5mg tablets (Thornton & Ross Ltd)"",""Felotens XL 5mg tablets"",""Felodipine"",""2060200"",""4785111000001103"""
"2980041000033115,""Felotens XL 10mg tablets (Thornton & Ross Ltd)"",""Felotens XL 10mg tablets"",""Felodipine"",""2060200"",""4785511000001107"""
"3177441000033110,""Felogen XL 5mg tablets (Mylan)"",""Felogen XL 5mg tablets"",""Felodipine"",""2060200"",""4972811000001103"""
"3177541000033111,""Felogen XL 10mg tablets (Mylan)"",""Felogen XL 10mg tablets"",""Felodipine"",""2060200"",""4973011000001100"""
"3034341000033117,""Vascalpha 5mg modified-release tablets (Accord Healthcare Ltd)"",""Vascalpha 5mg modified-release tablets"",""Felodipine"",""2060200"",""5638311000001102"""
"3034441000033111,""Vascalpha 10mg modified-release tablets (Accord Healthcare Ltd)"",""Vascalpha 10mg modified-release tablets"",""Felodipine"",""2060200"",""5638811000001106"""
"3154841000033119,""Cardioplen XL 5mg tablets (Chiesi Ltd)"",""Cardioplen XL 5mg tablets"",""Felodipine"",""2060200"",""7887011000001104"""
"3154941000033110,""Cardioplen XL 10mg tablets (Chiesi Ltd)"",""Cardioplen XL 10mg tablets"",""Felodipine"",""2060200"",""7887511000001107"""
"3188741000033111,""Amlostin 5mg tablets (Discovery Pharmaceuticals)"",""Amlostin 5mg tablets"",""Amlodipine"",""2060200"",""8046211000001107"""
"3188841000033118,""Amlostin 10mg tablets (Discovery Pharmaceuticals)"",""Amlostin 10mg tablets"",""Amlodipine"",""2060200"",""8046411000001106"""
"4521741000033117,""Neofel XL 10mg tablets (Kent Pharmaceuticals Ltd)"",""Neofel XL 10mg tablets"",""Felodipine"",""2060200"",""8089811000001107"""
"4521641000033114,""Neofel XL 5mg tablets (Kent Pharmaceuticals Ltd)"",""Neofel XL 5mg tablets"",""Felodipine"",""2060200"",""8090111000001106"""
"3225441000033117,""Adipine XL 30mg tablets (Chiesi Ltd)"",""Adipine XL 30mg tablets"",""Nifedipine"",""2060200"",""9049711000001108"""
"3225541000033116,""Adipine XL 60mg tablets (Chiesi Ltd)"",""Adipine XL 60mg tablets"",""Nifedipine"",""2060200"",""9049911000001105"""
"4021941000033116,""Exforge 10mg/160mg tablets (Novartis Pharmaceuticals UK Ltd)"",""Exforge 10mg/160mg tablets"",""Amlodipine besilate/ Valsartan"",""2060200"",""11160711000001108"""
"4021841000033112,""Exforge 5mg/160mg tablets (Novartis Pharmaceuticals UK Ltd)"",""Exforge 5mg/160mg tablets"",""Amlodipine besilate/ Valsartan"",""2060200"",""11161511000001105"""
"4021741000033119,""Exforge 5mg/80mg tablets (Novartis Pharmaceuticals UK Ltd)"",""Exforge 5mg/80mg tablets"",""Amlodipine besilate/ Valsartan"",""2060200"",""11161811000001108"""
"4429241000033115,""Felotens XL 2.5mg tablets (Thornton & Ross Ltd)"",""Felotens XL 2.5mg tablets"",""Felodipine"",""2060200"",""13127311000001107"""
"4451941000033110,""Valni XL 30mg tablets (Zentiva)"",""Valni XL 30mg tablets"",""Nifedipine"",""2060200"",""13401911000001109"""
"4452041000033116,""Valni XL 60mg tablets (Zentiva)"",""Valni XL 60mg tablets"",""Nifedipine"",""2060200"",""13402111000001101"""
"9697741000033114,""Nicardipine 10mg/10ml solution for infusion ampoules"",""Nicardipine 10mg/10ml solution for infusion ampoules"",""Nicardipine hydrochloride"",""2060200"",""27126711000001103"""
"11072441000033111,""Clevidipine 25mg/50ml emulsion for infusion vials"",""Clevidipine 25mg/50ml emulsion for infusion vials"",""Clevidipine"",""2060200"",""32046911000001105"""
"11072541000033112,""Cleviprex 25mg/50ml emulsion for infusion vials (Chiesi Ltd)"",""Cleviprex 25mg/50ml emulsion for infusion vials"",""Clevidipine"",""2060200"",""32047111000001105"""
"10025141000033117,""Bisoprolol 10mg / Aspirin 75mg capsules"",""Bisoprolol 10mg / Aspirin 75mg capsules"",""Aspirin/ Bisoprolol fumarate"",NA,""28365411000001109"""
"10217641000033116,""Molap 4mg tablets (Rivopharm (UK) Ltd)"",""Molap 4mg tablets"",""Lacidipine"",NA,""28882211000001100"""
"1140241000033117,""Prescal 2.5mg tablets (Novartis Pharmaceuticals UK Ltd)"",""Prescal 2.5mg tablets"",""Isradipine"",NA,""3689711000001108"""
"12090641000033119,""Tritace titration pack tablets (Sanofi)"",""Tritace titration pack tablets"",NA,NA,""13600911000001104"""
"12312641000033118,""Alkapamid XL 1.5mg tablets (HBS Healthcare Ltd)"",""Alkapamid XL 1.5mg tablets"",""Indapamide"",NA,""34494911000001106"""
"12372341000033117,""Nidef 30mg modified-release tablets (Morningside Healthcare Ltd)"",""Nidef 30mg modified-release tablets"",""Nifedipine"",NA,""34685211000001104"""
"12372441000033111,""Nidef 60mg modified-release tablets (Morningside Healthcare Ltd)"",""Nidef 60mg modified-release tablets"",""Nifedipine"",NA,""34685811000001103"""
"12682341000033117,""Bedranol 10mg tablets (Ennogen Pharma Ltd)"",""Bedranol 10mg tablets"",""Propranolol hydrochloride"",NA,""36106311000001108"""
"12682441000033111,""Bedranol 40mg tablets (Ennogen Pharma Ltd)"",""Bedranol 40mg tablets"",""Propranolol hydrochloride"",NA,""36106511000001102"""
"12682641000033113,""Bedranol 80mg tablets (Ennogen Pharma Ltd)"",""Bedranol 80mg tablets"",""Propranolol hydrochloride"",NA,""36106711000001107"""
"12682741000033116,""Bedranol 160mg tablets (Ennogen Pharma Ltd)"",""Bedranol 160mg tablets"",""Propranolol hydrochloride"",NA,""36107111000001109"""
"1274641000033111,""Secadrex 200mg/12.5mg tablets (Sanofi)"",""Secadrex 200mg/12.5mg tablets"",""Acebutolol hydrochloride/ Hydrochlorothiazide"",NA,""878911000001106"""
"1274741000033119,""Securon 120mg tablets (Abbott Laboratories Ltd)"",""Securon 120mg tablets"",""Verapamil hydrochloride"",NA,""140411000001109"""
"12988441000033113,""Lorvacs XL 1.5mg tablets (Torrent Pharma (UK) Ltd)"",""Lorvacs XL 1.5mg tablets"",""Indapamide"",NA,""36812711000001103"""
"13443441000033115,""Lisoretic 10mg/12.5mg tablets (Bristol Laboratories Ltd)"",""Lisoretic 10mg/12.5mg tablets"",""Hydrochlorothiazide/ Lisinopril"",NA,""38240211000001100"""
"13443541000033119,""Lisoretic 20mg/12.5mg tablets (Bristol Laboratories Ltd)"",""Lisoretic 20mg/12.5mg tablets"",""Hydrochlorothiazide/ Lisinopril"",NA,""38240011000001105"""
"13740241000033119,""Enalapril 20mg tablets (Imported)"",""Enalapril 20mg tablets"",""Enalapril maleate"",NA,""38955411000001109"""
"1387341000033114,""Staril 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"",""Staril 10mg tablets"",""Fosinopril sodium"",NA,""462511000001104"""
"1387441000033115,""Staril 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"",""Staril 20mg tablets"",""Fosinopril sodium"",NA,""348111000001107"""
"1401341000033110,""Syscor MR 10 tablets (Forest Laboratories UK Ltd)"",""Syscor MR 10 tablets"",""Nisoldipine"",NA,""3877011000001100"""
"1401441000033116,""Syscor MR 20 tablets (Forest Laboratories UK Ltd)"",""Syscor MR 20 tablets"",""Nisoldipine"",NA,""4070011000001100"""
"1401541000033115,""Syscor MR 30 tablets (Forest Laboratories UK Ltd)"",""Syscor MR 30 tablets"",""Nisoldipine"",NA,""4069211000001108"""
"1406341000033117,""Tarka modified-release capsules (Abbott Laboratories Ltd)"",""Tarka modified-release capsules"",""Trandolapril/ Verapamil hydrochloride"",NA,""3691211000001101"""
"1414241000033117,""Tenben 25mg/1.25mg capsules (Galen Ltd)"",""Tenben 25mg/1.25mg capsules"",""Atenolol/ Bendroflumethiazide"",NA,""721411000001106"""
"1425441000033113,""Tenchlor 50mg/12.5mg tablets (Teva UK Ltd)"",""Tenchlor 50mg/12.5mg tablets"",""Atenolol/ Chlortalidone"",NA,""439411000001104"""
"1425541000033114,""Tenchlor 100mg/25mg tablets (Teva UK Ltd)"",""Tenchlor 100mg/25mg tablets"",""Atenolol/ Chlortalidone"",NA,""298311000001107"""
"144341000033117,""Betaloc 100mg tablets (AstraZeneca UK Ltd)"",""Betaloc 100mg tablets"",""Metoprolol tartrate"",NA,""193911000001101"""
"144441000033111,""Betaloc 50mg tablets (AstraZeneca UK Ltd)"",""Betaloc 50mg tablets"",""Metoprolol tartrate"",NA,""31811000001105"""
"144541000033112,""Betaloc-SA 200mg tablets (AstraZeneca UK Ltd)"",""Betaloc-SA 200mg tablets"",""Metoprolol tartrate"",NA,""185111000001102"""
"144741000033116,""Betim 10mg tablets (Meda Pharmaceuticals Ltd)"",""Betim 10mg tablets"",""Timolol maleate"",NA,""72811000001104"""
"1461441000033115,""Trandate 100mg/20ml solution for injection ampoules (Focus Pharmaceuticals Ltd)"",""Trandate 100mg/20ml solution for injection ampoules"",""Labetalol hydrochloride"",NA,""4413911000001106"""
"1469641000033119,""Trasicor 20mg tablets (Amdipharm Plc)"",""Trasicor 20mg tablets"",""Oxprenolol hydrochloride"",NA,""3379011000001106"""
"1469741000033111,""Trasicor 40mg tablets (Amdipharm Plc)"",""Trasicor 40mg tablets"",""Oxprenolol hydrochloride"",NA,""592911000001104"""
"1469841000033118,""Trasicor 80mg tablets (Amdipharm Plc)"",""Trasicor 80mg tablets"",""Oxprenolol hydrochloride"",NA,""568511000001106"""
"1469941000033114,""Trasidrex modified-release tablets (Mercury Pharma Group Ltd)"",""Trasidrex modified-release tablets"",""Cyclopenthiazide/ Oxprenolol hydrochloride"",NA,""3444411000001107"""
"1495441000033116,""Urizide 5mg tablets (Dr Reddy's Laboratories (UK) Ltd)"",""Urizide 5mg tablets"",""Bendroflumethiazide"",NA,""898211000001109"""
"1503441000033113,""Vascace 5mg tablets (Roche Products Ltd)"",""Vascace 5mg tablets"",""Cilazapril monohydrate"",NA,""3671311000001104"""
"1504641000033112,""Vascace 1mg tablets (Roche Products Ltd)"",""Vascace 1mg tablets"",""Cilazapril monohydrate"",NA,""3669711000001105"""
"1504741000033115,""Vascace 2.5mg tablets (Roche Products Ltd)"",""Vascace 2.5mg tablets"",""Cilazapril monohydrate"",NA,""3672411000001101"""
"1504941000033117,""Vascace 500microgram tablets (Roche Products Ltd)"",""Vascace 500microgram tablets"",""Cilazapril monohydrate"",NA,""3740211000001108"""
"1580841000033116,""Cardilate MR 10mg tablets (Teva UK Ltd)"",""Cardilate MR 10mg tablets"",""Nifedipine"",NA,""25911000001100"""
"1608941000033115,""Eucardic 3.125mg tablets (Roche Products Ltd)"",""Eucardic 3.125mg tablets"",""Carvedilol"",NA,""873111000001104"""
"1609041000033112,""Eucardic 6.25mg tablets (Roche Products Ltd)"",""Eucardic 6.25mg tablets"",""Carvedilol"",NA,""690511000001101"""
"1697641000033111,""Slofedipine 20mg tablets (Sterwin Medicines)"",""Slofedipine 20mg tablets"",""Nifedipine"",NA,""843411000001105"""
"1745141000033114,""Nifedipress MR 20 tablets (Dexcel-Pharma Ltd)"",""Nifedipress MR 20 tablets"",""Nifedipine"",NA,""619111000001101"""
"1752941000033115,""Slofedipine XL 30mg tablets (Zentiva)"",""Slofedipine XL 30mg tablets"",""Nifedipine"",NA,""2882011000001104"""
"1753041000033113,""Slofedipine XL 60 tablets (Zentiva)"",""Slofedipine XL 60 tablets"",""Nifedipine"",NA,""630411000001107"""
"199141000033114,""Cardilate MR 20mg tablets (IVAX Pharmaceuticals UK Ltd)"",""Cardilate MR 20mg tablets"",""Nifedipine"",NA,""905711000001103"""
"199241000033119,""Calcicard CR 120mg tablets (Teva UK Ltd)"",""Calcicard CR 120mg tablets"",""Diltiazem hydrochloride"",NA,""104111000001100"""
"199341000033112,""Calcicard CR 90mg tablets (Teva UK Ltd)"",""Calcicard CR 90mg tablets"",""Diltiazem hydrochloride"",NA,""219611000001107"""
"2051241000033116,""Coroday MR 20mg tablets (Mylan)"",""Coroday MR 20mg tablets"",""Nifedipine"",NA,""309611000001102"""
"209241000033119,""Capozide LS 12.5mg/25mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"",""Capozide LS 12.5mg/25mg tablets"",""Captopril/ Hydrochlorothiazide"",NA,""546711000001107"""
"2104741000033113,""Ethimil MR 240mg tablets (Genus Pharmaceuticals Ltd)"",""Ethimil MR 240mg tablets"",""Verapamil hydrochloride"",NA,""782111000001104"""
"215941000033111,""Carace 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"",""Carace 10mg tablets"",""Lisinopril"",NA,""315211000001104"""
"216041000033118,""Carace 2.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"",""Carace 2.5mg tablets"",""Lisinopril"",NA,""321011000001103"""
"216141000033119,""Carace 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"",""Carace 20mg tablets"",""Lisinopril"",NA,""56711000001109"""
"216241000033114,""Carace 5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"",""Carace 5mg tablets"",""Lisinopril"",NA,""778011000001109"""
"2189541000033117,""Nifopress Retard 20mg tablets (Advanz Pharma)"",""Nifopress Retard 20mg tablets"",""Nifedipine"",NA,""280811000001100"""
"2295641000033116,""Calchan MR 10 tablets (Ranbaxy (UK) Ltd)"",""Calchan MR 10 tablets"",""Nifedipine"",NA,""627111000001104"""
"2295741000033113,""Calchan MR 20 tablets (Ranbaxy (UK) Ltd)"",""Calchan MR 20 tablets"",""Nifedipine"",NA,""17011000001100"""
"2739041000033110,""Horizem SR 120mg capsules (Horizon lifecare)"",""Horizem SR 120mg capsules"",""Diltiazem hydrochloride"",NA,""758511000001104"""
"2739141000033114,""Horizem SR 90mg capsules (Horizon lifecare)"",""Horizem SR 90mg capsules"",""Diltiazem hydrochloride"",NA,""157511000001105"""
"2776541000033111,""Hypolar XL 30 tablets (Sandoz Ltd)"",""Hypolar XL 30 tablets"",""Nifedipine"",NA,""2881811000001101"""
"2779141000033112,""Bi-Carzem SR 60mg capsules (Tillomed Laboratories Ltd)"",""Bi-Carzem SR 60mg capsules"",""Diltiazem hydrochloride"",NA,""540011000001107"""
"2779241000033117,""Bi-Carzem SR 90mg capsules (Tillomed Laboratories Ltd)"",""Bi-Carzem SR 90mg capsules"",""Diltiazem hydrochloride"",NA,""764511000001100"""
"2779341000033110,""Bi-Carzem SR 120mg capsules (Tillomed Laboratories Ltd)"",""Bi-Carzem SR 120mg capsules"",""Diltiazem hydrochloride"",NA,""580711000001101"""
"2839841000033118,""Rapranol SR 160mg capsules (Ranbaxy (UK) Ltd)"",""Rapranol SR 160mg capsules"",""Propranolol hydrochloride"",NA,""2899211000001100"""
"2839941000033114,""Rapranol SR 80mg capsules (Ranbaxy (UK) Ltd)"",""Rapranol SR 80mg capsules"",""Propranolol hydrochloride"",NA,""2899011000001105"""
"2845841000033119,""Ranvera MR 240mg tablets (Ranbaxy (UK) Ltd)"",""Ranvera MR 240mg tablets"",""Verapamil hydrochloride"",NA,""3634111000001100"""
"2890641000033116,""Vera-Til SR 120mg tablets (Tillomed Laboratories Ltd)"",""Vera-Til SR 120mg tablets"",""Verapamil hydrochloride"",NA,""7418511000001104"""
"2890741000033113,""Vera-Til SR 240mg tablets (Tillomed Laboratories Ltd)"",""Vera-Til SR 240mg tablets"",""Verapamil hydrochloride"",NA,""7418711000001109"""
"2928841000033117,""Cabren 2.5mg modified-release tablets (Teva UK Ltd)"",""Cabren 2.5mg modified-release tablets"",""Felodipine"",NA,""3800311000001106"""
"2928941000033113,""Cabren 5mg modified-release tablets (Teva UK Ltd)"",""Cabren 5mg modified-release tablets"",""Felodipine"",NA,""3800511000001100"""
"2929041000033116,""Cabren 10mg modified-release tablets (Teva UK Ltd)"",""Cabren 10mg modified-release tablets"",""Felodipine"",NA,""3800711000001105"""
"2952241000033115,""Zildil SR 60mg capsules (Healthcare Pharma Ltd)"",""Zildil SR 60mg capsules"",""Diltiazem hydrochloride"",NA,""721811000001108"""
"2952341000033113,""Zildil 90mg modified-release capsules (Healthcare Pharma Ltd)"",""Zildil 90mg modified-release capsules"",""Diltiazem hydrochloride"",NA,""200811000001104"""
"2952441000033119,""Zildil SR 120mg capsules (Healthcare Pharma Ltd)"",""Zildil SR 120mg capsules"",""Diltiazem hydrochloride"",NA,""655411000001104"""
"2955041000033115,""Valni 20 Retard tablets (Tillomed Laboratories Ltd)"",""Valni 20 Retard tablets"",""Nifedipine"",NA,""693311000001101"""
"2955141000033116,""Zemret 180 XL capsules (Tillomed Laboratories Ltd)"",""Zemret 180 XL capsules"",""Diltiazem hydrochloride"",NA,""924711000001109"""
"2955241000033111,""Zemret 240 XL capsules (Tillomed Laboratories Ltd)"",""Zemret 240 XL capsules"",""Diltiazem hydrochloride"",NA,""823511000001107"""
"2955341000033118,""Zemret 300 XL capsules (Tillomed Laboratories Ltd)"",""Zemret 300 XL capsules"",""Diltiazem hydrochloride"",NA,""640311000001101"""
"2955941000033119,""Urizide 2.5mg tablets (Dr Reddy's Laboratories (UK) Ltd)"",""Urizide 2.5mg tablets"",""Bendroflumethiazide"",NA,""485311000001101"""
"3014841000033118,""Gopten 4mg capsules (Abbott Laboratories Ltd)"",""Gopten 4mg capsules"",""Trandolapril"",NA,""5651611000001103"""
"3136041000033117,""Caralpha 10mg/12.5mg tablets (Actavis UK Ltd)"",""Caralpha 10mg/12.5mg tablets"",""Hydrochlorothiazide/ Lisinopril"",NA,""7385911000001108"""
"3136141000033118,""Caralpha 20mg/12.5mg tablets (Actavis UK Ltd)"",""Caralpha 20mg/12.5mg tablets"",""Hydrochlorothiazide/ Lisinopril"",NA,""7385711000001106"""
"3283141000033118,""Quinil 5mg tablets (Tillomed Laboratories Ltd)"",""Quinil 5mg tablets"",""Quinapril hydrochloride"",NA,""9207711000001100"""
"3283241000033113,""Quinil 10mg tablets (Tillomed Laboratories Ltd)"",""Quinil 10mg tablets"",""Quinapril hydrochloride"",NA,""9208111000001100"""
"3283341000033115,""Quinil 20mg tablets (Tillomed Laboratories Ltd)"",""Quinil 20mg tablets"",""Quinapril hydrochloride"",NA,""9208411000001105"""
"3283441000033114,""Quinil 40mg tablets (Tillomed Laboratories Ltd)"",""Quinil 40mg tablets"",""Quinapril hydrochloride"",NA,""9208711000001104"""
"372741000033116,""Co-Betaloc tablets (Pfizer Ltd)"",""Co-Betaloc tablets"",""Hydrochlorothiazide/ Metoprolol tartrate"",NA,""2977611000001106"""
"372841000033114,""Co-Betaloc SA tablets (Pfizer Ltd)"",""Co-Betaloc SA tablets"",""Hydrochlorothiazide/ Metoprolol tartrate"",NA,""3853411000001104"""
"374841000033119,""Cordilox 120mg tablets (IVAX Pharmaceuticals UK Ltd)"",""Cordilox 120mg tablets"",""Verapamil hydrochloride"",NA,""867011000001103"""
"375241000033119,""Corgard 40mg tablets (Sanofi-Synthelabo Ltd)"",""Corgard 40mg tablets"",""Nadolol"",NA,""3686511000001108"""
"375441000033118,""Corgaretic 40mg tablets (Sanofi-Synthelabo Ltd)"",""Corgaretic 40mg tablets"",""Bendroflumethiazide/ Nadolol"",NA,""3886211000001102"""
"375541000033117,""Corgaretic 80mg tablets (Sanofi-Synthelabo Ltd)"",""Corgaretic 80mg tablets"",""Bendroflumethiazide/ Nadolol"",NA,""4057911000001102"""
"3908841000033116,""Zanidip 20mg tablets (Recordati Pharmaceuticals Ltd)"",""Zanidip 20mg tablets"",""Lercanidipine hydrochloride"",NA,""10198711000001102"""
"3952641000033110,""Nimodrel XL 30mg tablets (Zurich Pharmaceuticals)"",""Nimodrel XL 30mg tablets"",""Nifedipine"",NA,""10189111000001106"""
"3952741000033118,""Nimodrel XL 60mg tablets (Zurich Pharmaceuticals)"",""Nimodrel XL 60mg tablets"",""Nifedipine"",NA,""10189311000001108"""
"3984541000033111,""Congescor 1.25mg tablets (Tillomed Laboratories Ltd)"",""Congescor 1.25mg tablets"",""Bisoprolol fumarate"",NA,""10241311000001102"""
"3984641000033112,""Congescor 2.5mg tablets (Tillomed Laboratories Ltd)"",""Congescor 2.5mg tablets"",""Bisoprolol fumarate"",NA,""10241511000001108"""
"4152841000033112,""Cardioplen XL 2.5mg tablets (Chiesi Ltd)"",""Cardioplen XL 2.5mg tablets"",""Felodipine"",NA,""11506711000001103"""
"4521541000033113,""Neofel XL 2.5mg tablets (Actavis UK Ltd)"",""Neofel XL 2.5mg tablets"",""Felodipine"",NA,""18167311000001103"""
"4590741000033116,""Retalzem 60 modified-release tablets (Kent Pharmaceuticals Ltd)"",""Retalzem 60 modified-release tablets"",""Diltiazem hydrochloride"",NA,""865711000001107"""
"4955941000033111,""Syprol 40mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"",""Syprol 40mg/5ml oral solution"",""Propranolol hydrochloride"",NA,""15307311000001100"""
"5052641000033111,""Hypoloc 5mg tablets (A. Menarini Farmaceutica Internazionale SRL)"",""Hypoloc 5mg tablets"",""Nebivolol hydrochloride"",NA,""15413311000001102"""
"5053141000033113,""Indipam XL 1.5mg tablets (Accord Healthcare Ltd)"",""Indipam XL 1.5mg tablets"",""Indapamide"",NA,""15436111000001104"""
"5128741000033110,""Mapemid XL 1.5mg tablets (Teva UK Ltd)"",""Mapemid XL 1.5mg tablets"",""Indapamide"",NA,""15600711000001107"""
"514141000033116,""Emcor 10mg tablets (Merck Serono Ltd)"",""Emcor 10mg tablets"",""Bisoprolol fumarate"",NA,""106611000001104"""
"5376441000033114,""Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets (Essential Generics Ltd)"",""Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets"",""Amiloride hydrochloride/ Hydrochlorothiazide/ Timolol maleate"",NA,""16458411000001107"""
"5492841000033111,""Vastarel MR 35mg tablets (Imported (France))"",""Vastarel MR 35mg tablets"",""Trimetazidine dihydrochloride"",NA,""20434311000001100"""
"5566041000033114,""Rawel XL 1.5mg tablets (Consilient Health Ltd)"",""Rawel XL 1.5mg tablets"",""Indapamide"",NA,""16737911000001105"""
"556941000033118,""Eucardic 12.5mg tablets (Roche Products Ltd)"",""Eucardic 12.5mg tablets"",""Carvedilol"",NA,""334711000001101"""
"557041000033117,""Eucardic 25mg tablets (Roche Products Ltd)"",""Eucardic 25mg tablets"",""Carvedilol"",NA,""709911000001107"""
"5576341000033118,""Folpik XL 10mg tablets (Teva UK Ltd)"",""Folpik XL 10mg tablets"",""Felodipine"",NA,""5008911000001100"""
"5576441000033112,""Folpik XL 2.5mg tablets (Teva UK Ltd)"",""Folpik XL 2.5mg tablets"",""Felodipine"",NA,""13565311000001101"""
"5576541000033113,""Folpik XL 5mg tablets (Teva UK Ltd)"",""Folpik XL 5mg tablets"",""Felodipine"",NA,""5008511000001107"""
"5816741000033112,""Varbim XL 1.5mg tablets (Teva UK Ltd)"",""Varbim XL 1.5mg tablets"",""Indapamide"",NA,""14693611000001102"""
"5816841000033119,""Bi-Carzem XL 240mg capsules (Tillomed Laboratories Ltd)"",""Bi-Carzem XL 240mg capsules"",""Diltiazem hydrochloride"",NA,""884811000001103"""
"5816941000033110,""Bi-Carzem XL 300mg capsules (Tillomed Laboratories Ltd)"",""Bi-Carzem XL 300mg capsules"",""Diltiazem hydrochloride"",NA,""158411000001105"""
"5817441000033119,""Neozipine XL 30mg tablets (Kent Pharmaceuticals Ltd)"",""Neozipine XL 30mg tablets"",""Nifedipine"",NA,""10751211000001100"""
"5817541000033118,""Neozipine XL 60mg tablets (Kent Pharmaceuticals Ltd)"",""Neozipine XL 60mg tablets"",""Nifedipine"",NA,""10751411000001101"""
"5891941000033115,""Adanif XL 30mg tablets (Advanz Pharma)"",""Adanif XL 30mg tablets"",""Nifedipine"",NA,""17666011000001106"""
"5892041000033114,""Adanif XL 60mg tablets (Advanz Pharma)"",""Adanif XL 60mg tablets"",""Nifedipine"",NA,""17666211000001101"""
"6045641000033115,""Neo-Naclex 2.5mg tablets (Advanz Pharma)"",""Neo-Naclex 2.5mg tablets"",""Bendroflumethiazide"",NA,""18149011000001101"""
"61841000033111,""Angiopine 10 capsules (Ashbourne Pharmaceuticals Ltd)"",""Angiopine 10 capsules"",""Nifedipine"",NA,""811311000001107"""
"648341000033112,""Gopten 1mg capsules (Abbott Laboratories Ltd)"",""Gopten 1mg capsules"",""Trandolapril"",NA,""346811000001101"""
"648441000033118,""Gopten 2mg capsules (Abbott Laboratories Ltd)"",""Gopten 2mg capsules"",""Trandolapril"",NA,""273111000001109"""
"648541000033117,""Gopten 500microgram capsules (Abbott Laboratories Ltd)"",""Gopten 500microgram capsules"",""Trandolapril"",NA,""253511000001102"""
"65241000033114,""Angiopine MR 20mg tablets (Ashbourne Pharmaceuticals Ltd)"",""Angiopine MR 20mg tablets"",""Nifedipine"",NA,""865011000001105"""
"658241000033117,""Half Inderal LA 80mg capsules (AstraZeneca UK Ltd)"",""Half Inderal LA 80mg capsules"",""Propranolol hydrochloride"",NA,""226211000001106"""
"66141000033114,""Angiopine MR 10mg tablets (Ashbourne Pharmaceuticals Ltd)"",""Angiopine MR 10mg tablets"",""Nifedipine"",NA,""568911000001104"""
"69441000033112,""Antipressan 25mg tablets (Teva UK Ltd)"",""Antipressan 25mg tablets"",""Atenolol"",NA,""877011000001106"""
"70941000033117,""Antipressan 100mg tablets (Teva UK Ltd)"",""Antipressan 100mg tablets"",""Atenolol"",NA,""734011000001102"""
